player_nickname,body_part_name,sub_type_name,x,y,outcome_name,shot_statsbomb_xg,end_x,end_y,technique_name,box
Kevin José Rodríguez Cortez,Left Foot,Open Play,104.6,38.4,Blocked,0.039287124,105.3,38.3,Normal,inside
Ethan Pinnock,Left Foot,Open Play,110.5,41.8,Blocked,0.1256686,114.3,41.4,Normal,inside
Michail Antonio,Left Foot,Open Play,116.1,36.9,Goal,0.43775764,120,36.4,Half Volley,inside
Jeremy Sarmiento,Right Foot,Open Play,99.5,46.7,Off T,0.056040272,120,36.5,Normal,outside
Angelo Preciado,Left Foot,Open Play,101.2,49.6,Blocked,0.048936095,101.8,49.2,Normal,outside
Angelo Preciado,Left Foot,Open Play,102.7,46,Blocked,0.059695628,103.8,45.4,Normal,inside
Shamar Nicholson,Right Foot,Open Play,103,33.4,Saved,0.15608852,115.4,38.7,Half Volley,inside
Kevin José Rodríguez Cortez,Right Foot,Open Play,103.3,22.5,Off T,0.028776055,120,34.8,Half Volley,inside
Kendry Páez,Left Foot,Open Play,97.3,47.9,Off T,0.05168001,120,45.9,Normal,outside
Shamar Nicholson,Head,Open Play,115.6,34.9,Blocked,0.107942075,118.7,41.1,Normal,inside
Kevin José Rodríguez Cortez,Right Foot,Open Play,96.7,22.6,Blocked,0.014555482,100.6,25.5,Normal,outside
Alan Steve Minda García,Right Foot,Open Play,110.4,30.5,Goal,0.43658274,120,43.6,Normal,inside
Renaldo Showayne Cephas,Left Foot,Open Play,98.4,60.6,Blocked,0.010166562,107.2,52.3,Normal,outside
Uriel Antuna,Right Foot,Open Play,104.8,51,Off T,0.05424277,120,27.4,Volley,inside
Julián Quiñones,Right Foot,Open Play,113.2,33.7,Blocked,0.06888726,113.6,34.2,Normal,inside
Carlos Alberto Rodríguez,Left Foot,Open Play,105.6,32.7,Off T,0.059868775,120,32.4,Volley,inside
Yeferson Soteldo,Right Foot,Open Play,100.3,24.3,Off T,0.028772226,120,41,Normal,outside
Uriel Antuna,Left Foot,Open Play,99.3,48.8,Blocked,0.032730445,100.8,47.9,Normal,outside
Eduard Bello,Left Foot,Open Play,95.7,55.6,Blocked,0.021988036,97.5,54.6,Normal,outside
Santiago Giménez,Left Foot,Open Play,104.9,37.4,Saved,0.31371015,108.1,38.5,Half Volley,inside
Gerardo Arteaga,Right Foot,Open Play,103.5,45.3,Off T,0.06693961,120,42.9,Normal,inside
Carlos Alberto Rodríguez,Head,Open Play,111.3,38.2,Saved,0.13366339,117.8,39,Normal,inside
Salomón Rondón,Left Foot,Open Play,105.9,27.5,Post,0.052250948,120,44,Half Volley,inside
Luis Chávez,Right Foot,Open Play,99.6,31.2,Blocked,0.021575477,100.7,31.8,Normal,outside
Yeferson Soteldo,Left Foot,Open Play,112.2,29.6,Saved,0.080925345,117.9,35.2,Normal,inside
Salomón Rondón,Right Foot,Open Play,100.2,24.1,Blocked,0.021089654,101.6,25.3,Normal,outside
Salomón Rondón,Left Foot,Open Play,101.7,36,Blocked,0.051041428,103.1,36.5,Normal,outside
Cristian Cásseres Jr.,Right Foot,Open Play,99.9,57.4,Off T,0.017340602,120,37.8,Half Volley,outside
Salomón Rondón,Right Foot,Penalty,108,40,Goal,0.7835,120,37.1,Normal,inside
Johan Vásquez,Left Foot,Open Play,84,37.6,Blocked,0.010473982,98.6,39,Normal,outside
Yangel Herrera,Right Foot,Open Play,90.6,37.8,Blocked,0.02384444,100.2,38.6,Half Volley,outside
Luis Romo,Right Foot,Open Play,106.5,54.9,Off T,0.023029698,120,45.3,Normal,inside
Cristian Cásseres Jr.,Right Foot,Open Play,101.8,48.9,Off T,0.057888113,120,25.9,Normal,outside
Jorge Sánchez,Right Foot,Open Play,110.6,47.5,Blocked,0.05491042,113,46.5,Normal,inside
Orbelín Pineda,Right Foot,Penalty,108.1,40.1,Saved,0.7835,119.2,37.1,Normal,inside
César Huerta,Left Foot,Open Play,107.3,54.6,Saved,0.025475563,118.3,44.2,Normal,inside
Guillermo Martínez Ayala,Left Foot,Open Play,114.8,45.7,Saved,0.19917566,115.9,44.2,Half Volley,inside
César Huerta,Left Foot,Open Play,108.6,47.7,Blocked,0.12957713,114.8,43.9,Normal,inside
Luis Romo,Right Foot,Open Play,118,45.9,Blocked,0.119045906,118.9,44.7,Half Volley,inside
Guillermo Martínez Ayala,Head,Open Play,113.2,39.7,Blocked,0.09103876,113.7,39.8,Normal,inside
Johan Vásquez,Left Foot,Open Play,112.4,41.6,Wayward,0.19647762,114.7,24.4,Half Volley,inside
Gianluca Lapadula Vargas,Left Foot,Open Play,100.3,53.9,Saved,0.03835426,118.4,42.5,Normal,outside
Piero Quispe,Right Foot,Open Play,107.8,30.9,Saved,0.20834462,117.1,35.6,Normal,inside
Edison Flores,Left Foot,Open Play,96.5,39,Blocked,0.03107139,109.6,41.8,Half Volley,outside
Cyle Larin,Right Foot,Open Play,114.8,46.5,Off T,0.107047014,120,45.1,Half Volley,inside
Gianluca Lapadula Vargas,Left Foot,Open Play,107.6,37.8,Blocked,0.07971327,109.6,38.1,Normal,inside
Gianluca Lapadula Vargas,Left Foot,Open Play,99.7,42,Off T,0.05031273,120,34.8,Normal,outside
Gianluca Lapadula Vargas,Left Foot,Open Play,60.7,60.3,Wayward,0.003524882,120,9.9,Lob,outside
Cyle Larin,Right Foot,Open Play,115.1,34.1,Off T,0.14559622,120,37.1,Volley,inside
Jonathan David,Right Foot,Open Play,104.3,49.7,Goal,0.24883753,120,36.4,Normal,inside
André Carrillo,Right Foot,Open Play,85.8,39.1,Off T,0.021627786,120,23.3,Half Volley,outside
Tanitoluwa Oluwaseyi,Left Foot,Open Play,112.6,23.7,Saved,0.04153017,115.6,29.4,Normal,inside
Tanitoluwa Oluwaseyi,Right Foot,Open Play,113.6,39.1,Off T,0.36603728,120,51.7,Volley,inside
Christian Cueva,Right Foot,Open Play,105.3,35.5,Saved,0.10358695,117.1,36.7,Volley,inside
Paolo Guerrero,Right Foot,Free Kick,94,26.9,Saved,0.03990347,118.8,36.5,Normal,outside
Rodrigo De Paul,Right Foot,Open Play,87.7,42.5,Blocked,0.02182172,91.6,42,Normal,outside
Julián Álvarez,Left Foot,Open Play,110.4,35.1,Saved,0.27126214,118.6,36.6,Normal,inside
Nicolás González,Left Foot,Open Play,118.4,29.3,Off T,0.014945254,120,31.4,Half Volley,inside
Rodrigo De Paul,Right Foot,Open Play,102.6,58.8,Off T,0.010068486,120,41.1,Normal,inside
Rodrigo De Paul,Right Foot,Open Play,99.5,47.2,Blocked,0.030863734,101.1,46.8,Normal,outside
Enzo Fernandez,Right Foot,Open Play,97.9,23.9,Saved,0.021880472,118.1,40.1,Normal,outside
Nicolás González,Head,Open Play,100.4,37,Saved,0.11252192,111,39.9,Normal,outside
Lionel Messi,Left Foot,Open Play,91.7,43.1,Post,0.039618857,120,44,Normal,outside
Alexis MacAllister,Head,Open Play,116.2,49.3,Blocked,0.041834623,116.7,48.5,Normal,inside
Alexis MacAllister,Head,Open Play,114.9,31.8,Off T,0.06326828,120,44,Normal,inside
Alexis MacAllister,Left Foot,Open Play,95.1,30.9,Blocked,0.034433186,99.9,32.2,Normal,outside
Julián Álvarez,Left Foot,Open Play,100.2,28.1,Off T,0.0552451,120,43.4,Half Volley,outside
Rodrigo De Paul,Right Foot,Open Play,95.3,38.5,Off T,0.04141192,120,35.5,Normal,outside
Nahuel Molina,Right Foot,Open Play,110.2,51.5,Saved,0.14711525,117.5,44.2,Normal,inside
Lisandro Martínez,Right Foot,Open Play,103.2,32.1,Blocked,0.049713437,108.2,34.4,Half Volley,inside
Alexis MacAllister,Right Foot,Open Play,113,37.3,Saved,0.3469325,118.6,38.5,Half Volley,inside
Nicolás González,Left Foot,Open Play,106.4,26.4,Saved to Post,0.0863294,118.2,37.1,Normal,inside
Rodrigo Echeverría,Right Foot,Open Play,96.9,38.5,Saved,0.037822556,117.5,40.7,Normal,outside
Rodrigo Echeverría,Right Foot,Open Play,104,38.8,Saved,0.083016574,117.5,38.9,Half Volley,inside
Marcelino Núñez,Right Foot,Open Play,84.3,44.7,Saved,0.010149092,118.2,39.2,Normal,outside
Lautaro Martínez,Right Foot,Open Play,107.6,49.2,Blocked,0.06940774,108.9,48.2,Normal,inside
Cristian Romero,Head,Open Play,113.3,44.5,Off T,0.084791526,120,35.3,Normal,inside
Giovani Lo Celso,Left Foot,Open Play,118.1,41.4,Saved,0.48741165,118.9,41.1,Half Volley,inside
Lautaro Martínez,Right Foot,Open Play,112.6,34.3,Goal,0.29882917,120,37.8,Volley,inside
Lautaro Martínez,Right Foot,Open Play,112,37.3,Saved,0.45435396,114.4,38.9,Normal,inside
Raphinha,Right Foot,Open Play,118.3,49.6,Saved,0.022606943,119,44.8,Half Volley,inside
Rodrygo,Right Foot,Open Play,108.5,51.5,Off T,0.13211401,120,34.7,Normal,inside
Lucas Paquetá,Right Foot,Open Play,108,56.1,Off T,0.023670929,120,43.2,Volley,inside
Lucas Paquetá,Left Foot,Open Play,99.8,42.1,Off T,0.083449766,120,33.8,Half Volley,outside
Raphinha,Left Foot,Open Play,106.4,48.5,Saved,0.17065026,109.4,46.5,Half Volley,inside
Lucas Paquetá,Head,Open Play,111.3,39.2,Off T,0.13744196,120,35.1,Normal,inside
Rodrygo,Other,Open Play,111.9,36.2,Wayward,0.12780793,117.6,43.8,Normal,inside
Lucas Paquetá,Right Foot,Open Play,104.5,44.8,Off T,0.055083066,120,42.6,Volley,inside
Rodrygo,Right Foot,Open Play,100.5,49,Off T,0.049016327,120,43.3,Normal,outside
Rodrygo,Left Foot,Open Play,112.3,31.3,Off T,0.07791852,120,33.5,Volley,inside
Rodrygo,Head,Open Play,111.1,33.7,Off T,0.06231118,120,28.3,Normal,inside
Rodrygo,Left Foot,Open Play,109.8,36,Blocked,0.18428439,111.3,36.7,Normal,inside
Lucas Paquetá,Left Foot,Open Play,93.4,54.3,Post,0.019719515,120,44,Normal,outside
Álvaro José Zamora Mata,Left Foot,Open Play,89.5,43.3,Blocked,0.02023362,97.4,43.2,Normal,outside
Endrick,Left Foot,Open Play,103.1,43.7,Blocked,0.076209836,104.9,43.7,Normal,inside
Alejandro Jesús Bran Flores,Right Foot,Open Play,100.4,56,Blocked,0.016496947,112.1,46,Half Volley,outside
Sávio,Left Foot,Open Play,112.4,53.9,Wayward,0.05006676,120,2.9,Normal,inside
Guilherme Arana,Left Foot,Open Play,101,33.7,Saved,0.053021528,117.8,36.9,Half Volley,outside
Bruno Guimarães,Right Foot,Open Play,103,39.9,Blocked,0.05323099,107.7,41,Volley,inside
Sávio,Left Foot,Open Play,101.5,45.5,Blocked,0.091164716,106.2,43.7,Normal,outside
Bruno Guimarães,Right Foot,Open Play,103.8,44.4,Off T,0.07030929,120,43.6,Normal,inside
Lucas Paquetá,Left Foot,Open Play,107.5,42.3,Wayward,0.08111422,113,36.7,Half Volley,inside
Alex Adrián Arce Barrios,Left Foot,Open Play,86.7,49.1,Off T,0.02369488,120,31.6,Normal,outside
Richard,Right Foot,Open Play,92.8,56,Off T,0.014176558,120,45.7,Normal,outside
Daniel Muñoz,Head,Open Play,108.3,47,Off T,0.031434443,120,46.1,Normal,inside
Alex Adrián Arce Barrios,Head,Open Play,114.7,41.7,Wayward,0.36446372,120,53.1,Normal,inside
Julio Enciso,Right Foot,Free Kick,98.6,18.2,Saved,0.009730148,119.1,36.7,Normal,outside
Fabián Balbuena,Other,Open Play,115.8,31.4,Off T,0.09562868,120,33,Normal,inside
Davinson Sánchez,Head,Open Play,112.5,37.6,Blocked,0.08225267,113.2,37.7,Normal,inside
Davinson Sánchez,Head,Open Play,104.4,39.6,Off T,0.022180738,120,45.7,Normal,inside
Julio Enciso,Right Foot,Open Play,94.4,40.4,Blocked,0.041402362,101.6,39.4,Normal,outside
Alex Adrián Arce Barrios,Right Foot,Open Play,94.8,35.4,Blocked,0.021501986,95.7,35.7,Half Volley,outside
Julio Enciso,Right Foot,Open Play,100,21.8,Off T,0.018294776,120,48.8,Normal,outside
Daniel Muñoz,Head,Open Play,112.4,46.8,Goal,0.07853244,120,43,Normal,inside
Jefferson Lerma,Head,Open Play,110.8,45,Goal,0.0654376,120,37.3,Normal,inside
Luis Díaz,Right Foot,Open Play,103.9,31.5,Off T,0.051019497,120,39,Half Volley,inside
Mathías Adalberto Villasanti Rolón,Right Foot,Open Play,100.2,50,Off T,0.02317442,120,40.5,Volley,outside
Matías David Espinoza Acosta,Left Foot,Open Play,96.1,25.4,Saved,0.024414247,116.3,36.5,Normal,outside
Julio Enciso,Right Foot,Open Play,115.4,45.2,Goal,0.18495002,120,37,Volley,inside
James Rodríguez,Left Foot,Open Play,97.1,21.3,Saved,0.009896111,118.2,38.1,Normal,outside
Luis Díaz,Right Foot,Open Play,112.1,51.4,Off T,0.070659794,120,45.3,Normal,inside
James Rodríguez,Right Foot,Open Play,109.3,52.2,Off T,0.09465386,120,32.5,Half Volley,inside
Kevin Duvan Castaño Gil,Right Foot,Open Play,107.2,41.9,Blocked,0.10167713,108.1,41.6,Half Volley,inside
Matías Rojas,Left Foot,Open Play,92.3,53.6,Off T,0.020341355,120,36.5,Normal,outside
Joe Scally,Right Foot,Open Play,91.1,41.6,Wayward,0.018759776,107.6,34.4,Volley,outside
Christian Pulisic,Right Foot,Open Play,102.7,23.1,Goal,0.026685437,120,43.3,Normal,inside
Fernando Javier Saucedo Pereyra,Right Foot,Free Kick,102.6,3,Saved,0.007358302,119.1,36.5,Normal,outside
Timothy Weah,Right Foot,Open Play,114.5,50.7,Saved,0.11284423,118.2,43.8,Half Volley,inside
Gabriel Alejandro Villamíl Cortéz,Left Foot,Open Play,92.1,36.5,Off T,0.026434954,120,36.2,Normal,outside
Folarin Balogun,Left Foot,Open Play,116.4,28.7,Blocked,0.04957426,116.7,29.4,Normal,inside
Giovanni Reyna,Head,Open Play,114.4,32,Off T,0.073268734,120,34.8,Normal,inside
Folarin Balogun,Left Foot,Open Play,104.2,41,Blocked,0.06937384,106,40.9,Normal,inside
Folarin Balogun,Left Foot,Open Play,103.5,28.9,Goal,0.071048014,120,43.6,Normal,inside
Christian Pulisic,Right Foot,Open Play,98.9,33.5,Blocked,0.06782016,102.4,34.1,Normal,outside
Timothy Weah,Right Foot,Open Play,111,56.7,Off T,0.020604013,120,25.1,Normal,inside
Roberto Fernández,Left Foot,Open Play,91.5,43,Saved,0.026689276,118.9,38,Normal,outside
Miguel Ángel Terceros,Left Foot,Open Play,95.9,42.8,Blocked,0.02711714,97.5,42.7,Normal,outside
Christian Pulisic,Right Foot,Open Play,104.1,31.9,Saved,0.060238354,117.5,37.6,Normal,inside
Ricardo Daniel Pepi,Right Foot,Open Play,112.7,39.2,Off T,0.3003861,120,48,Half Volley,inside
Christian Pulisic,Right Foot,Open Play,110,28.7,Off T,0.0614333,120,35.4,Volley,inside
Ricardo Daniel Pepi,Right Foot,Open Play,112.5,51.2,Blocked,0.11201335,113.3,50.3,Normal,inside
Miguel Ángel Terceros,Left Foot,Open Play,94.5,38.3,Saved,0.03554841,118,40.2,Normal,outside
Timothy Weah,Left Foot,Open Play,104.7,36.2,Off T,0.083001085,120,37.4,Normal,inside
Ricardo Daniel Pepi,Right Foot,Open Play,103,37.6,Saved,0.068214424,117.4,38.7,Normal,inside
Ricardo Daniel Pepi,Right Foot,Open Play,96.9,28.5,Saved,0.05108293,117.1,41.2,Normal,outside
Antonee Robinson,Right Foot,Open Play,101.1,28.7,Blocked,0.044457473,105.5,31.1,Normal,outside
Antonee Robinson,Left Foot,Open Play,95.5,29.4,Blocked,0.024973568,100.1,31,Normal,outside
Ramiro Vaca Ponce,Right Foot,Open Play,93.6,32.2,Off T,0.0265427,120,44.4,Normal,outside
Ricardo Daniel Pepi,Right Foot,Open Play,114.1,38.9,Saved,0.546115,118.2,39.2,Normal,inside
Ricardo Daniel Pepi,Other,Open Play,115.7,37.4,Saved,0.54278976,119,37.7,Normal,inside
Darwin Machís,Left Foot,Open Play,90.9,50.1,Blocked,0.017812079,94.7,48.8,Normal,outside
John Yeboah,Left Foot,Open Play,99,33.2,Saved,0.058614414,117.3,39.9,Normal,outside
Salomón Rondón,Right Foot,Open Play,95.6,44.7,Off T,0.03622315,120,36.1,Normal,outside
John Yeboah,Left Foot,Open Play,100.7,41,Blocked,0.03213583,105.6,40.2,Volley,outside
Kendry Páez,Right Foot,Open Play,109.3,37.6,Saved,0.21455957,118,39.1,Half Volley,inside
Salomón Rondón,Head,Open Play,114,34.3,Wayward,0.11242704,115.8,39.6,Normal,inside
Yordan Osorio,Right Foot,Open Play,115.8,41.9,Saved,0.5372787,117.9,41,Volley,inside
Salomón Rondón,Right Foot,Open Play,115.1,54.2,Blocked,0.01198854,115.5,53.2,Half Volley,inside
Darwin Machís,Right Foot,Open Play,102.8,41.1,Off T,0.059662033,120,51,Half Volley,inside
Angelo Preciado,Right Foot,Open Play,80.8,43.5,Off T,0.005307269,120,48.4,Half Volley,outside
Darwin Machís,Left Foot,Open Play,100,41.6,Off T,0.057743832,120,36.5,Half Volley,outside
Kendry Páez,Right Foot,Open Play,99.5,49.6,Wayward,0.08086318,120,24.8,Normal,outside
Jeremy Sarmiento,Right Foot,Open Play,104.2,39.3,Goal,0.08814787,120,43.2,Half Volley,inside
Yangel Herrera,Right Foot,Open Play,98.8,53.7,Blocked,0.02541807,103.1,50.3,Normal,outside
José Martínez,Right Foot,Open Play,91.3,43,Blocked,0.021437455,94.4,42.7,Normal,outside
Yangel Herrera,Head,Open Play,111.3,42.7,Off T,0.09099432,120,37.1,Normal,inside
Piero Hincapié,Left Foot,Open Play,56.4,11.8,Wayward,0.00735285,92.3,25.7,Lob,outside
Alan Franco,Right Foot,Open Play,103.1,36.9,Saved,0.053620383,118.4,41,Volley,inside
Jhonder Cádiz,Right Foot,Open Play,103.3,50,Goal,0.05229406,120,43.2,Normal,inside
Salomón Rondón,Head,Open Play,111,38.1,Saved,0.28466988,118.2,41.6,Diving Header,inside
Eduard Bello,Right Foot,Open Play,117.4,46.2,Goal,0.22401401,120,41.9,Half Volley,inside
Félix Torres,Head,Open Play,113.4,38.6,Off T,0.1949902,120,48.3,Normal,inside
Eric Ramirez,Right Foot,Open Play,100.1,51.5,Saved,0.05305537,116,43.4,Half Volley,outside
Luis Chávez,Left Foot,Open Play,105.1,42.1,Saved,0.09568352,117.8,39.5,Half Volley,inside
Shamar Nicholson,Right Foot,Open Play,106.3,45.1,Wayward,0.03321998,107,44.8,Overhead Kick,inside
Kasey Palmer,Right Foot,Open Play,99.5,36.4,Off T,0.03810578,120,47.6,Volley,outside
Santiago Giménez,Head,Open Play,115,45.2,Off T,0.1501871,120,44.8,Diving Header,inside
Shamar Nicholson,Head,Open Play,112.2,40.6,Off T,0.116960794,120,33.1,Normal,inside
Demarai Gray,Right Foot,Open Play,101.9,27.7,Blocked,0.0379779,102.4,28.1,Normal,outside
Dexter Lembikisa,Right Foot,Open Play,103.5,60.5,Saved,0.014014389,116.4,44,Normal,inside
Michail Antonio,Right Foot,Open Play,93.7,31.1,Blocked,0.028422927,102,33.2,Normal,outside
Luis Chávez,Left Foot,Free Kick,86.7,36.2,Blocked,0.025718551,98.9,36.2,Normal,outside
Bobby De Cordova-Reid,Right Foot,Open Play,100.5,49.1,Blocked,0.035685007,104.9,46.4,Half Volley,outside
César Montes,Right Foot,Open Play,87.8,51.5,Off T,0.010904945,120,39.7,Normal,outside
Luis Romo,Right Foot,Open Play,100.2,36.6,Off T,0.057612482,120,46,Normal,outside
Julián Quiñones,Right Foot,Open Play,108.7,27.3,Blocked,0.05010064,111,30.5,Volley,inside
César Montes,Head,Open Play,111.8,44.2,Saved,0.061813187,119.3,42.7,Normal,inside
Kasey Palmer,Right Foot,Open Play,100.2,35.8,Saved,0.041952748,119,40.4,Half Volley,outside
Dexter Lembikisa,Left Foot,Open Play,93.1,52.8,Saved,0.024655532,117.8,42.4,Normal,outside
Luis Chávez,Right Foot,Open Play,102.7,42.7,Blocked,0.07538974,105.1,41.9,Normal,inside
Shamar Nicholson,Left Foot,Open Play,99,51.7,Blocked,0.037786007,99.9,51.2,Normal,outside
Luis Chávez,Left Foot,Open Play,96.3,21.5,Saved,0.009628882,115.8,38,Normal,outside
César Montes,Head,Open Play,111.6,44.3,Wayward,0.07012782,111.9,42.6,Normal,inside
Julián Quiñones,Right Foot,Open Play,105.2,25.9,Off T,0.05945015,120,41.8,Normal,inside
Luis Chávez,Left Foot,Open Play,91.9,30.2,Saved,0.025747249,116.7,42.2,Normal,outside
Santiago Giménez,Right Foot,Open Play,109.9,52.6,Saved,0.12347557,116.8,44.6,Normal,inside
Gerardo Arteaga,Left Foot,Open Play,100.1,22.4,Saved,0.01806774,119.1,35.9,Half Volley,outside
Julián Quiñones,Left Foot,Open Play,105,32.5,Blocked,0.13210854,107.1,33.2,Normal,inside
Jorge Sánchez,Right Foot,Open Play,101.5,47.4,Blocked,0.061209526,102.7,47.3,Normal,outside
Gerardo Arteaga,Left Foot,Open Play,101.7,34,Goal,0.07661064,120,43.5,Normal,outside
Julián Quiñones,Right Foot,Open Play,94.5,20.9,Saved,0.009480294,117.4,37.8,Normal,outside
Erick Sánchez,Right Foot,Open Play,85.5,34.4,Off T,0.01420508,120,34.1,Normal,outside
Luis Romo,Right Foot,Open Play,83.4,41,Saved,0.008558671,115.3,39.1,Normal,outside
Shamar Nicholson,Right Foot,Free Kick,94.5,49.2,Off T,0.051838364,120,43.9,Normal,outside
Kaheim Dixon,Right Foot,Open Play,100.8,50.6,Off T,0.03211526,120,44.6,Normal,outside
Dexter Lembikisa,Right Foot,Open Play,91,53.9,Saved,0.013424586,119,43.1,Half Volley,outside
Alexis Sánchez,Left Foot,Open Play,113.8,36.2,Off T,0.5324023,120,39.4,Normal,inside
Edison Flores,Left Foot,Open Play,100.8,56.5,Wayward,0.027817758,113.2,28.8,Normal,outside
Víctor Dávila,Left Foot,Open Play,104.4,47.5,Blocked,0.07390335,106.6,46.8,Normal,inside
Víctor Dávila,Head,Open Play,109.5,45.2,Off T,0.063098125,120,41.3,Normal,inside
Alexis Sánchez,Right Foot,Open Play,105.1,53,Off T,0.050699525,120,42.6,Normal,inside
Gianluca Lapadula Vargas,Right Foot,Open Play,94.2,30.6,Blocked,0.012254532,95,30.9,Normal,outside
Miguel Araujo,Head,Open Play,112.5,43.7,Saved,0.09023448,118.9,40.8,Normal,inside
Darío Osorio,Left Foot,Open Play,100.1,56.7,Blocked,0.023335973,103,54.2,Normal,outside
Víctor Dávila,Right Foot,Open Play,100.6,41.8,Blocked,0.047972854,102.6,41.9,Normal,outside
Gianluca Lapadula Vargas,Left Foot,Open Play,110.3,44,Saved,0.2626886,118.9,40.2,Half Volley,inside
Marcelino Núñez,Left Foot,Open Play,94.4,36.4,Saved,0.04609468,113.3,39.8,Normal,outside
Sergio Peña,Right Foot,Open Play,81.2,59.4,Off T,0.005737929,120,27.4,Half Volley,outside
Ben Brereton Díaz,Right Foot,Open Play,101.2,34,Blocked,0.05249021,102.6,34.7,Normal,outside
Gianluca Lapadula Vargas,Left Foot,Open Play,108.7,34.9,Saved,0.04927083,119.2,37.2,Volley,inside
Paolo Guerrero,Right Foot,Open Play,117.6,35.1,Saved,0.22927108,118.2,35.7,Half Volley,inside
Ben Brereton Díaz,Head,Open Play,110.1,30.8,Off T,0.026542226,120,42.5,Normal,inside
Alexis Sánchez,Left Foot,Open Play,115.4,29.1,Wayward,0.044933494,116,35.9,Normal,inside
Igor Lichnovsky,Head,Open Play,111.9,37.6,Off T,0.06329115,120,37.7,Normal,inside
Cyle Larin,Right Foot,Open Play,98.9,28.3,Blocked,0.015818028,99.6,28.8,Normal,outside
Marcos Acuña,Left Foot,Open Play,107,23.2,Blocked,0.024003305,108.3,24.7,Normal,inside
Leandro Paredes,Right Foot,Open Play,94,25.9,Off T,0.018226419,120,42.7,Normal,outside
Stephen Antunes Eustáquio,Right Foot,Open Play,103.8,30,Blocked,0.05387994,108.6,32.7,Normal,inside
Ángel Di María,Left Foot,Open Play,104.3,45.3,Saved,0.38549066,106.5,44.3,Normal,inside
Lionel Messi,Left Foot,Open Play,112.1,52.1,Blocked,0.05553213,113.2,50.4,Normal,inside
Alphonso Davies,Left Foot,Free Kick,98.6,45.7,Blocked,0.080919705,107.6,43.2,Normal,outside
Liam Millar,Left Foot,Open Play,99.8,32.9,Blocked,0.038457155,109,34.5,Half Volley,outside
Tajon Buchanan,Left Foot,Open Play,112.8,48.8,Off T,0.09589378,120,46.3,Normal,inside
Alexis MacAllister,Head,Open Play,108,42.5,Saved,0.09785595,116,40.2,Normal,inside
Stephen Antunes Eustáquio,Head,Open Play,113.1,40,Saved,0.27282134,118,40.8,Normal,inside
Alphonso Davies,Right Foot,Open Play,108.6,33.8,Off T,0.16908902,120,47.8,Half Volley,inside
Lionel Messi,Left Foot,Open Play,97.6,50.1,Off T,0.041393496,120,32.8,Normal,outside
Julián Álvarez,Left Foot,Open Play,110.9,20.2,Wayward,0.046423115,111.7,24.2,Normal,inside
Julián Álvarez,Right Foot,Open Play,115.7,50,Goal,0.28057104,120,41.7,Normal,inside
Julián Álvarez,Right Foot,Open Play,104.5,36,Saved,0.087631606,116.2,42,Half Volley,inside
Ángel Di María,Left Foot,Open Play,97.2,56.1,Off T,0.026427083,120,40.7,Normal,outside
Lionel Messi,Left Foot,Open Play,106.4,26.8,Saved,0.1567685,113.6,34.9,Normal,inside
Lionel Messi,Left Foot,Open Play,106.4,35.2,Blocked,0.29640734,109.5,36.4,Lob,inside
Jonathan David,Head,Open Play,113.7,45.9,Off T,0.15787224,120,33.2,Normal,inside
Alphonso Davies,Right Foot,Open Play,107,26.7,Off T,0.07225489,120,52.9,Normal,inside
Giovani Lo Celso,Left Foot,Open Play,103.2,47.6,Blocked,0.040288117,104.7,46.9,Normal,inside
Lionel Messi,Left Foot,Open Play,105.8,45.9,Off T,0.34901053,120,35.2,Lob,inside
Nicolás Otamendi,Head,Open Play,112.6,38.8,Off T,0.238193,120,49.5,Normal,inside
Lautaro Martínez,Right Foot,Open Play,103,35.6,Saved,0.4318725,109,37.6,Normal,inside
Nicolás Otamendi,Left Foot,Open Play,116.3,39.9,Off T,0.48537365,120,43.2,Half Volley,inside
Lautaro Martínez,Right Foot,Open Play,107,44.9,Goal,0.41493064,120,41.1,Normal,inside
Jacob Shaffelburg,Left Foot,Open Play,95.2,55.7,Saved,0.020293387,117.7,42.8,Normal,outside
Lionel Messi,Left Foot,Free Kick,93.6,42.1,Saved,0.06189222,118.8,42.5,Normal,outside
